timestamp,pid,cpu_percent,mem_percent,rss_kb,threads
2026-09-12T23:39:07,2748,100.0,81.0,4082372,14
2026-09-12T23:39:08,2748,101.0,78.7,3967408,14
2026-09-12T23:39:09,2748,100.0,76.1,3835192,14
2026-09-12T23:39:10,2748,99.4,75.4,3801444,14
2026-09-12T23:39:10,2748,98.5,75.2,3788248,14
2026-09-12T23:39:11,2748,97.3,74.8,3770912,14
2026-09-12T23:39:12,2748,97.0,73.8,3717828,14
2026-09-12T23:39:13,2748,97.3,74.6,3756776,14
2026-09-12T23:39:14,2748,96.5,76.1,3836236,14
2026-09-12T23:39:15,2748,95.3,76.0,3827788,14
2026-09-12T23:39:16,2748,94.0,76.0,3831252,14
2026-09-12T23:39:17,2748,94.2,75.9,3826052,14
2026-09-12T23:39:18,2748,94.1,76.8,3867404,14
2026-09-12T23:39:19,2748,94.4,76.4,3850544,14
2026-09-12T23:39:20,2748,94.7,75.9,3825808,14
2026-09-12T23:39:21,2748,94.8,76.1,3835196,14
2026-09-12T23:39:22,2748,94.6,76.6,3859444,14
2026-09-12T23:39:24,2748,94.4,77.2,3889604,14
2026-09-12T23:39:25,2748,96.6,78.2,3940136,15
2026-09-12T23:39:26,2748,100.0,78.4,3950756,15
2026-09-12T23:39:27,2748,103.0,78.4,3951228,15
2026-09-12T23:39:28,2748,106.0,78.1,3933144,15
2026-09-12T23:39:29,2748,109.0,78.1,3933284,15
2026-09-12T23:39:30,2748,112.0,77.1,3884676,15
2026-09-12T23:39:31,2748,115.0,77.1,3884812,15
2026-09-12T23:39:32,2748,118.0,77.1,3885032,15
2026-09-12T23:39:33,2748,121.0,77.1,3885188,15
2026-09-12T23:39:34,2748,124.0,77.1,3885332,15
2026-09-12T23:39:35,2748,127.0,77.1,3885472,15
2026-09-12T23:39:36,2748,130.0,77.1,3885384,15
2026-09-12T23:39:37,2748,132.0,77.1,3883780,15
2026-09-12T23:39:38,2748,135.0,77.1,3883912,15
2026-09-12T23:39:39,2748,137.0,77.1,3884128,15
2026-09-12T23:39:38,2748,140.0,76.7,3864508,15
2026-09-12T23:39:39,2748,142.0,76.4,3851008,15
2026-09-12T23:39:40,2748,145.0,76.4,3848388,15
2026-09-12T23:39:41,2748,147.0,75.3,3795056,15
2026-09-12T23:39:42,2748,149.0,74.8,3768708,15
2026-09-12T23:39:44,2748,152.0,74.8,3768796,15
2026-09-12T23:39:45,2748,153.0,74.8,3768904,15
2026-09-12T23:39:46,2748,155.0,74.8,3769008,15
2026-09-12T23:39:47,2748,157.0,74.8,3769084,15
2026-09-12T23:39:48,2748,159.0,74.8,3769160,15
2026-09-12T23:39:49,2748,161.0,74.8,3769196,15
2026-09-12T23:39:50,2748,163.0,74.8,3769296,15
2026-09-12T23:39:51,2748,165.0,74.8,3769352,15
2026-09-12T23:39:52,2748,167.0,74.6,3759932,15
2026-09-12T23:39:53,2748,169.0,74.6,3760068,15
2026-09-12T23:39:54,2748,171.0,74.4,3747056,15
2026-09-12T23:39:55,2748,173.0,74.4,3747168,15
2026-09-12T23:39:56,2748,175.0,74.4,3747284,15
2026-09-12T23:39:57,2748,176.0,74.4,3747352,15
2026-09-12T23:39:58,2748,178.0,74.4,3747480,15
2026-09-12T23:39:59,2748,180.0,74.1,3733172,15
2026-09-12T23:40:00,2748,182.0,74.1,3733284,15
2026-09-12T23:40:01,2748,183.0,74.1,3733416,15
2026-09-12T23:40:02,2748,185.0,74.1,3733552,15
2026-09-12T23:40:03,2748,186.0,74.1,3733696,15
2026-09-12T23:40:04,2748,188.0,74.1,3733780,15
2026-09-12T23:40:05,2748,190.0,74.0,3727228,15
2026-09-12T23:40:06,2748,191.0,74.0,3727272,15
2026-09-12T23:40:07,2748,193.0,74.0,3727384,15
2026-09-12T23:40:07,2748,194.0,74.0,3727476,15
2026-09-12T23:40:07,2748,195.0,73.4,3698620,15
2026-09-12T23:40:09,2748,197.0,73.4,3698732,15
2026-09-12T23:40:10,2748,198.0,73.4,3698764,15
2026-09-12T23:40:11,2748,200.0,73.4,3698864,15
2026-09-12T23:40:12,2748,201.0,73.4,3698948,15
2026-09-12T23:40:13,2748,202.0,73.4,3699012,15
2026-09-12T23:40:14,2748,204.0,73.4,3698960,15
2026-09-12T23:40:15,2748,205.0,73.4,3699040,15
2026-09-12T23:40:16,2748,206.0,73.4,3699136,15
2026-09-12T23:40:17,2748,208.0,73.4,3699228,15
2026-09-12T23:40:18,2748,209.0,73.4,3699324,15
2026-09-12T23:40:19,2748,210.0,73.0,3680820,15
2026-09-12T23:40:20,2748,211.0,73.0,3680952,15
2026-09-12T23:40:21,2748,212.0,73.1,3681136,15
2026-09-12T23:40:22,2748,214.0,73.1,3681152,15
2026-09-12T23:40:23,2748,215.0,73.1,3681212,15
2026-09-12T23:40:24,2748,216.0,73.1,3681268,15
2026-09-12T23:40:25,2748,217.0,73.1,3681300,15
2026-09-12T23:40:26,2748,218.0,73.1,3681412,15
2026-09-12T23:40:27,2748,219.0,73.1,3681464,15
2026-09-12T23:40:28,2748,220.0,73.1,3681516,15
2026-09-12T23:40:29,2748,221.0,73.1,3681620,15
2026-09-12T23:40:30,2748,222.0,73.1,3681676,15
2026-09-12T23:40:31,2748,223.0,73.1,3681756,15
2026-09-12T23:40:32,2748,225.0,73.1,3681780,15
2026-09-12T23:40:33,2748,226.0,73.1,3681812,15
2026-09-12T23:40:34,2748,227.0,73.1,3681864,15
2026-09-12T23:40:35,2748,227.0,73.2,3687836,15
2026-09-12T23:40:36,2748,225.0,73.2,3689876,15
2026-09-12T23:40:35,2748,224.0,73.2,3688020,15
2026-09-12T23:40:36,2748,222.0,73.1,3685536,15
2026-09-12T23:40:37,2748,221.0,73.1,3685536,15
2026-09-12T23:40:38,2748,219.0,73.0,3680076,15
2026-09-12T23:40:39,2748,218.0,73.0,3680076,15
2026-09-12T23:40:40,2748,217.0,73.0,3680076,15
2026-09-12T23:40:41,2748,215.0,73.0,3680076,15
2026-09-12T23:40:42,2748,214.0,73.0,3680076,15
2026-09-12T23:40:43,2748,213.0,73.0,3680076,15
2026-09-12T23:40:44,2748,211.0,72.8,3669152,15
2026-09-12T23:40:45,2748,210.0,72.6,3657504,15
2026-09-12T23:40:46,2748,209.0,72.5,3654148,15
2026-09-12T23:40:47,2748,208.0,72.5,3654148,15
2026-09-12T23:40:48,2748,206.0,72.5,3654148,15
2026-09-12T23:40:50,2748,205.0,72.5,3654148,15
2026-09-12T23:40:51,2748,204.0,72.5,3654148,15
2026-09-12T23:40:52,2748,203.0,72.5,3654148,15
2026-09-12T23:40:53,2748,201.0,72.5,3654148,15
2026-09-12T23:40:54,2748,200.0,72.5,3654148,15
2026-09-12T23:40:55,2748,199.0,72.5,3654148,15
2026-09-12T23:40:56,2748,198.0,72.5,3654148,15
2026-09-12T23:40:57,2748,197.0,72.5,3654148,15
2026-09-12T23:40:58,2748,196.0,72.5,3654148,15
2026-09-12T23:40:59,2748,195.0,72.5,3654148,15
2026-09-12T23:41:00,2748,194.0,72.5,3654148,15
2026-09-12T23:41:01,2748,193.0,72.5,3654148,15
2026-09-12T23:41:02,2748,192.0,72.5,3654148,15
2026-09-12T23:41:03,2748,190.0,72.5,3654148,15
2026-09-12T23:41:04,2748,189.0,72.5,3654148,15
2026-09-12T23:41:05,2748,188.0,72.5,3654148,15
2026-09-12T23:41:04,2748,187.0,72.4,3649808,15
