timestamp,pid,cpu_percent,mem_percent,rss_kb,threads
2026-09-12T23:45:32,3195,66.6,0.0,4416,1
2026-09-12T23:45:33,3195,87.5,1.7,88372,11
2026-09-12T23:45:34,3195,91.2,2.4,124372,11
2026-09-12T23:45:35,3195,92.1,6.5,331736,11
2026-09-12T23:45:36,3195,92.8,12.4,626372,11
2026-09-12T23:45:37,3195,93.3,12.4,629168,11
2026-09-12T23:45:38,3195,90.8,17.6,890484,11
2026-09-12T23:45:39,3195,90.3,24.4,1233324,11
2026-09-12T23:45:41,3195,91.6,32.1,1617776,11
2026-09-12T23:45:43,3195,92.7,35.6,1793652,11
2026-09-12T23:45:44,3195,93.4,39.6,1997492,11
2026-09-12T23:45:45,3195,93.6,41.2,2077292,11
2026-09-12T23:45:46,3195,93.6,42.7,2154080,11
2026-09-12T23:45:47,3195,93.6,46.0,2321200,11
2026-09-12T23:45:48,3195,93.7,49.9,2517520,11
2026-09-12T23:45:54,3195,92.7,53.4,2693776,11
2026-09-12T23:45:56,3195,85.2,53.4,2694032,11
2026-09-12T23:45:57,3195,82.0,53.5,2694292,11
2026-09-12T23:45:58,3195,82.3,54.4,2743268,11
2026-09-12T23:45:59,3195,82.7,55.7,2808716,11
2026-09-12T23:46:00,3195,83.0,57.2,2884636,11
2026-09-12T23:46:01,3195,83.4,60.9,3067904,11
2026-09-12T23:46:02,3195,83.7,65.0,3273548,11
2026-09-12T23:46:04,3195,84.2,67.2,3387016,11
2026-09-12T23:46:06,3195,85.4,68.0,3424732,11
2026-09-12T23:46:07,3195,85.1,68.1,3430012,11
2026-09-12T23:46:08,3195,85.4,68.2,3437764,11
2026-09-12T23:46:10,3195,85.6,69.6,3508304,11
2026-09-12T23:46:12,3195,86.7,69.7,3512444,11
2026-09-12T23:46:13,3195,86.3,71.5,3601364,11
2026-09-12T23:46:15,3195,93.5,74.6,3760252,14
2026-09-12T23:46:16,3195,99.6,74.7,3761684,14
2026-09-12T23:46:17,3195,98.5,74.7,3761692,14
2026-09-12T23:46:18,3195,96.7,74.9,3773852,14
2026-09-12T23:46:19,3195,96.5,78.3,3946532,14
2026-09-12T23:46:21,3195,96.4,80.4,4051260,14
2026-09-12T23:46:23,3195,95.6,79.7,4014828,14
2026-09-12T23:46:23,3195,95.4,78.1,3933004,14
2026-09-12T23:46:24,3195,95.2,77.1,3886148,14
2026-09-12T23:46:25,3195,94.6,79.2,3992892,14
2026-09-12T23:46:26,3195,93.9,80.3,4046944,14
2026-09-12T23:46:27,3195,93.9,79.3,3993688,14
2026-09-12T23:46:28,3195,93.7,78.6,3958612,14
2026-09-12T23:46:29,3195,93.4,76.9,3873144,14
2026-09-12T23:46:30,3195,93.3,74.2,3739388,14
2026-09-12T23:46:32,3195,93.2,73.6,3710052,14
2026-09-12T23:46:33,3195,92.3,74.7,3766340,14
2026-09-12T23:46:34,3195,93.2,74.4,3751176,15
2026-09-12T23:46:35,3195,91.8,73.3,3693896,15
2026-09-12T23:46:36,3195,94.5,72.4,3647088,15
2026-09-12T23:46:37,3195,98.6,71.7,3613456,15
2026-09-12T23:46:38,3195,102.0,71.7,3613568,15
2026-09-12T23:46:39,3195,106.0,71.7,3613692,15
2026-09-12T23:46:40,3195,110.0,71.7,3613800,15
2026-09-12T23:46:41,3195,114.0,71.8,3619296,15
2026-09-12T23:46:42,3195,118.0,71.8,3619308,15
2026-09-12T23:46:43,3195,122.0,71.8,3619324,15
2026-09-12T23:46:44,3195,125.0,71.8,3619408,15
2026-09-12T23:46:45,3195,128.0,71.8,3619524,15
2026-09-12T23:46:46,3195,132.0,71.9,3621372,15
2026-09-12T23:46:47,3195,135.0,71.9,3621372,15
2026-09-12T23:46:48,3195,138.0,71.9,3621380,15
2026-09-12T23:46:49,3195,141.0,71.9,3621512,15
2026-09-12T23:46:50,3195,140.0,71.8,3615892,15
2026-09-12T23:46:51,3195,138.0,71.8,3615892,15
2026-09-12T23:46:52,3195,137.0,71.8,3615892,15
2026-09-12T23:46:52,3195,135.0,71.0,3579088,15
2026-09-12T23:46:53,3195,133.0,70.8,3568992,15
2026-09-12T23:46:54,3195,132.0,70.8,3568992,15
2026-09-12T23:46:55,3195,130.0,70.8,3568992,15
2026-09-12T23:46:56,3195,129.0,70.8,3568992,15
2026-09-12T23:46:57,3195,127.0,70.8,3568992,15
2026-09-12T23:46:58,3195,126.0,70.8,3568992,15
2026-09-12T23:46:59,3195,124.0,70.7,3563480,15
2026-09-12T23:47:00,3195,123.0,70.6,3555876,15
2026-09-12T23:47:01,3195,122.0,70.6,3555876,15
2026-09-12T23:47:02,3195,120.0,70.6,3555876,15
2026-09-12T23:47:03,3195,119.0,70.6,3555876,15
2026-09-12T23:47:04,3195,118.0,70.6,3555876,15
2026-09-12T23:47:05,3195,116.0,70.6,3555876,15
2026-09-12T23:47:06,3195,115.0,70.6,3555876,15
2026-09-12T23:47:08,3195,114.0,70.6,3555876,15
2026-09-12T23:47:09,3195,113.0,70.6,3555876,15
2026-09-12T23:47:10,3195,111.0,70.6,3555876,15
2026-09-12T23:47:11,3195,110.0,70.6,3555876,15
2026-09-12T23:47:12,3195,109.0,70.6,3555876,15
2026-09-12T23:47:13,3195,108.0,70.6,3555876,15
2026-09-12T23:47:14,3195,107.0,70.6,3555876,15
2026-09-12T23:47:15,3195,106.0,70.6,3555876,15
2026-09-12T23:47:16,3195,105.0,70.6,3555876,15
2026-09-12T23:47:17,3195,104.0,70.6,3555876,15
